RESPNO,REGION,URBRUR,Q70A,Q70B,Q70C,Q71A,Q71B,Q60A,Q60B,Q61A,Q61B,Q62A,Q62B,Q62C,Q62D,Q63A,Q63B,Q63C,Q63D,Q63E_GHA,Q63F_GHA,Q64A,Q64B,Q64C,Q64D,Q64E,Q100,Q101,Q102,Q102Other,Q103,Q104A,Q104B,Q104C,Q104D,Q104E,Province or region,Urban or Rural Primary Sampling Unit,Q70a. Regional organisation recognizes our country's needs/interests,Q70b. African Union recognizes our country's needs/interests,Q70c. African countries should have greater influence in international bodies,Q71a. Considered emigration to other country,Q71b. Most likely country for emigration,Q60a. Heard about climate change,Q60b. Climate change: affecting country,Q61a. Climate change: main cause,Q61b. Main responsibility for causing climate change,Q62a. Government must act now to limit climate change,Q62b. Rich countries must act now to limit climate change,Q62c. Rich countries should contribute to climate adaptation costs,Q62d. Who primarily responsible for limiting climate change,Q63a. Ban tree cutting for firewood/charcoal even if fuel more costly,Q63b. Require cleaner fuel cookstoves even if more costly,Q63c. Invest in infrastructure for climate resilience,Q63d. Pressure rich countries to provide climate change aid,Q63e-gha. Promote electric taxis/buses even if more costly,Q63f-gha. Invest in wind/solar energy even if more costly,Q64a. Climate change adaptation: change water consumption,Q64b. Climate change adaptation: change outdoor work,Q64c. Climate change adaptation: move to another place,Q64d. Climate change adaptation: change livestock rearing,Q64e. Climate change adaptation: change crops or food,Q100. Willing to participate in follow-up surveys,Q101. Respondent's gender,Q102. Language of interview,Q103. Others present,Q104a. Check with others,Q104b. Influence by others,Q104c. Approached by community/party representatives,Q104d. Feel threatened,Q104e. Physically threatened
GHA0177,267.0,2.0,4.0,4.0,4.0,0.0,97.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Agree,Not at all,Not applicable,Yes,Somewhat better,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","People, businesses and governments in other parts of the world",Strongly disagree,Strongly agree,Strongly disagree,Ordinary Citizens,Disagree,Agree,Strongly agree,Agree,Agree,Agree,No,No,No,No,No,Yes,Woman,Akan,No one,No,No,No,No,No
GHA0183,267.0,1.0,3.0,3.0,4.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,4.0,9.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Neither Agree nor disagree,Neither Agree nor disagree,Agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,Neither agree nor disagree,Agree,Don’t know,Agree,Don’t know,No,No,No,No,No,No,Man,English,No one,No,No,No,No,No
GHA0186,267.0,1.0,5.0,5.0,5.0,2.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Strongly agree,Strongly agree,Strongly agree,Somewhat,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Yes,No,No,No,Woman,Akan,No one,No,No,No,No,No
GHA0193,267.0,1.0,4.0,5.0,1.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Strongly agree,Strongly disagree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,No,Yes,Yes,Yes,Yes,No,Man,English,No one,No,No,No,No,No
GHA0195,267.0,2.0,9.0,9.0,9.0,3.0,4.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,260.0,,5.0,1.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,A lot,Europe,Yes,Somewhat worse,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","People, businesses and governments in other parts of the world",Agree,Agree,Agree,The government of country,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes,No,No,No,Yes,Man,Akan,Small crowd,Yes,No,No,No,No
GHA0198,267.0,2.0,4.0,4.0,4.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Man,Akan,No one,No,No,No,No,No
GHA0200,267.0,2.0,3.0,4.0,5.0,3.0,5.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Neither Agree nor disagree,Agree,Strongly agree,A lot,North America (i.e. USA or Canada),Don't know,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,No,Yes,Yes,Woman,Akan,Children only,No,No,No,No,No
GHA0201,267.0,2.0,4.0,4.0,4.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,4.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Agree,Neither agree nor disagree,Don’t know,Don’t know,Don’t know,No,No,No,No,Yes,Not applicable [Respondent does not have a mobile phone number],Woman,Akan,No one,No,No,No,No,No
GHA0204,267.0,1.0,4.0,4.0,4.0,0.0,97.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Agree,Not at all,Not applicable,Yes,Somewhat worse,Natural weather patterns or natural processes,None of these,Agree,Agree,Agree,Ordinary Citizens,Agree,Agree,Agree,Disagree,Agree,Agree,No,Yes,No,Not applicable,Yes,Yes,Man,English,No one,No,No,No,No,No
GHA0214,267.0,2.0,4.0,4.0,4.0,0.0,97.0,1.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,260.0,,2.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Agree,Not at all,Not applicable,Yes,Much worse,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","People, businesses and governments in other parts of the world",Agree,Agree,Agree,Rich or developed countries,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Yes,Yes,No,No,No,Yes,Man,Akan,Spouse only,No,No,No,No,No
GHA0218,267.0,1.0,4.0,4.0,4.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,No,Yes,No,No,No,Woman,English,Children only,No,No,No,No,No
GHA0221,267.0,2.0,4.0,2.0,3.0,2.0,10.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Disagree,Neither Agree nor disagree,Somewhat,Outside of Africa (place not specified),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,Yes,No,No,No,Yes,Woman,English,No one,No,No,No,No,No
GHA0222,267.0,2.0,4.0,4.0,5.0,0.0,97.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Strongly agree,Not at all,Not applicable,Yes,Somewhat better,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Strongly agree,Strongly agree,Strongly agree,The government of country,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Yes,Yes,No,Yes,Yes,Yes,Man,English,No one,No,No,No,No,No
GHA0223,267.0,2.0,3.0,5.0,5.0,3.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Neither Agree nor disagree,Strongly agree,Strongly agree,A lot,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,No,No,Yes,Man,Akan,No one,No,No,No,No,No
GHA0227,267.0,2.0,4.0,4.0,2.0,3.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Disagree,A lot,Europe,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Yes,Yes,Yes,Yes,Yes,No,Woman,Akan,No one,No,No,No,No,No
GHA0233,267.0,2.0,2.0,2.0,2.0,3.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Disagree,Disagree,Disagree,A lot,Middle East,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Agree,Disagree,Agree,Agree,Agree,No,No,No,No,Yes,Yes,Woman,Akan,Children only,No,No,No,No,No
GHA0235,267.0,2.0,2.0,2.0,2.0,0.0,97.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Disagree,Disagree,Disagree,Not at all,Not applicable,Yes,Much worse,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Strongly agree,Strongly agree,Strongly agree,Business and industry,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,Yes,Yes,Woman,Akan,No one,No,No,No,No,No
GHA0239,267.0,1.0,4.0,4.0,4.0,3.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260.0,,4.0,1.0,1.0,1.0,1.0,1.0,ASHANTI,Urban,Agree,Agree,Agree,A lot,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Agree,No,No,No,No,No,No,Man,Akan,Another adult/a few others,Yes,Yes,Yes,Yes,Yes
GHA0240,267.0,1.0,9.0,9.0,9.0,2.0,5.0,1.0,4.0,1.0,9.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Somewhat,North America (i.e. USA or Canada),Yes,Somewhat worse,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere",Don’t know / Haven’t heard enough,Agree,Agree,Agree,Ordinary Citizens,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,No,No,No,No,No,No,Woman,English,No one,No,No,No,No,No
GHA0243,267.0,2.0,4.0,4.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Agree,A lot,North America (i.e. USA or Canada),Yes,Much worse,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Agree,Agree,Neither Agree nor disagree,Traditional leaders,Agree,Agree,Agree,Agree,Agree,Strongly agree,Yes,No,No,No,No,Yes,Man,Akan,No one,No,No,No,No,No
GHA0244,267.0,1.0,4.0,4.0,4.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Yes,No,Yes,Not applicable,No,No,Woman,English,Spouse only,No,No,No,No,No
GHA0281,267.0,2.0,4.0,4.0,4.0,0.0,97.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Agree,Not at all,Not applicable,Yes,Much better,Natural weather patterns or natural processes,"The people, businesses and government of country",Strongly agree,Strongly agree,Agree,Ordinary Citizens,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,No,No,No,No,Yes,Yes,Man,Akan,Children only,No,No,No,No,No
GHA0284,267.0,2.0,9.0,9.0,9.0,3.0,5.0,1.0,9.0,1.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,A lot,North America (i.e. USA or Canada),Yes,Don’t know / Haven’t heard enough to say,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","People, businesses and governments in other parts of the world",Strongly disagree,Strongly agree,Agree,Traditional leaders,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,Yes,Man,Akan,No one,No,No,No,No,No
GHA0285,267.0,2.0,4.0,4.0,4.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,No,No,No,No,No,Yes,Woman,Akan,No one,No,No,No,No,No
GHA0286,267.0,2.0,9.0,9.0,9.0,0.0,97.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,260.0,,4.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Not at all,Not applicable,Yes,Much worse,Natural weather patterns or natural processes,"The people, businesses and government of country",Strongly disagree,Strongly disagree,Agree,The government of country,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,No,No,No,No,No,No,Woman,Akan,Another adult/a few others,No,No,No,No,No
GHA0295,267.0,2.0,4.0,5.0,5.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Strongly agree,Strongly agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,No,No,No,No,No,Woman,Akan,Children only,No,No,No,No,No
GHA0298,267.0,1.0,4.0,4.0,2.0,3.0,5.0,1.0,5.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Disagree,A lot,North America (i.e. USA or Canada),Yes,Much worse,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Strongly agree,Agree,Agree,Traditional leaders,Agree,Agree,Agree,Agree,Agree,Strongly agree,No,No,Yes,No,No,No,Man,Akan,No one,No,No,No,No,No
GHA0299,267.0,2.0,1.0,4.0,9.0,3.0,5.0,1.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Strongly disagree,Agree,Don't know/Haven't heard enough to say,A lot,North America (i.e. USA or Canada),Yes,Much worse,Natural weather patterns or natural processes,"People, businesses and governments in other parts of the world",Strongly agree,Strongly agree,Strongly agree,The government of country,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,No,Yes,No,No,No,No,Man,Akan,No one,No,No,No,No,No
GHA0300,267.0,2.0,4.0,4.0,4.0,3.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Agree,A lot,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,No,No,No,Not applicable,Yes,No,Man,English,No one,No,No,No,No,No
GHA0301,267.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,1.0,1.0,9.0,1.0,2.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Agree,A lot,North America (i.e. USA or Canada),Yes,Somewhat better,Both human activity and natural processes,"The people, businesses and government of country",Agree,Agree,Agree,Ordinary Citizens,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,No,No,Yes,Yes,Don't know,Yes,Woman,English,Another adult/a few others,No,No,No,No,No
GHA0302,267.0,2.0,4.0,4.0,4.0,0.0,97.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,4.0,1.0,4.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Agree,Not at all,Not applicable,Yes,Much worse,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Strongly disagree,Strongly agree,Strongly agree,The government of country,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,No,No,No,Yes,Yes,Yes,Woman,Akan,No one,No,No,No,No,No
GHA0304,267.0,1.0,2.0,5.0,5.0,3.0,5.0,1.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,7.0,9.0,1.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Disagree,Strongly agree,Strongly agree,A lot,North America (i.e. USA or Canada),Yes,Somewhat worse,Natural weather patterns or natural processes,"People, businesses and governments in other parts of the world",Strongly agree,Agree,Strongly agree,Business and industry,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Not applicable,Don't know,Yes,Woman,English,No one,No,No,No,No,No
GHA0305,267.0,2.0,9.0,9.0,9.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,260.0,,5.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,No,No,No,No,No,Yes,Woman,Akan,Small crowd,No,No,No,No,No
GHA0307,267.0,2.0,2.0,2.0,2.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Disagree,Disagree,Disagree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,No,No,No,No,Yes,Yes,Man,Akan,No one,No,No,No,No,No
GHA0308,267.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,260.0,,4.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Disagree,Disagree,Disagree,A lot,North America (i.e. USA or Canada),Yes,Somewhat worse,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Disagree,Disagree,Disagree,The government of country,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,No,No,No,No,Yes,Man,Akan,Another adult/a few others,No,No,No,No,No
GHA0314,267.0,2.0,2.0,5.0,2.0,2.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Disagree,Strongly agree,Disagree,Somewhat,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Yes,Yes,Yes,No,No,Woman,Akan,No one,No,No,No,No,No
GHA0315,267.0,2.0,5.0,5.0,3.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260.0,,4.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Strongly agree,Strongly agree,Neither Agree nor disagree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,No,No,No,No,No,No,Man,Akan,Another adult/a few others,No,No,No,No,No
GHA0320,267.0,1.0,4.0,5.0,4.0,0.0,97.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Strongly agree,Agree,Not at all,Not applicable,Yes,Much worse,Natural weather patterns or natural processes,"The people, businesses and government of country",Strongly disagree,Disagree,Disagree,Ordinary Citizens,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,No,Woman,Akan,No one,No,No,No,No,No
GHA0321,267.0,1.0,4.0,3.0,5.0,3.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Neither Agree nor disagree,Strongly agree,A lot,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Yes,Yes,Yes,Man,English,No one,No,No,No,No,No
GHA0323,267.0,2.0,4.0,4.0,5.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Strongly agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,No,No,No,Not applicable,Yes,No,Woman,Akan,No one,No,No,No,No,No
